Plant Abbr,Month,Day,Year,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,BCoV_Recovery,BCoV_Recovery_UCI,BCoV_Recovery_LCI,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_UCI,N_Gene_gc_g_dry_weight_LCI,S_Gene_gc_g_dry_weight,S_Gene_gc_g_dry_weight_UCI,S_Gene_gc_g_dry_weight_LCI,ORF1a_gc_g_dry_weight,ORF1a_gc_g_dry_weight_UCI,ORF1a_gc_g_dry_weight_LCI,HV_6970_Del_gc_g_dry_weight,HV_6970_Del_gc_g_dry_weight_UCI,HV_6970_Del_gc_g_dry_weight_LCI,Delta_156157_gc_g_dry_weight,Delta_156157_gc_g_dry_weight_UCI,Delta_156157_gc_g_dry_weight_LCI,Del_143145_gc_g_dry_weight,Del_143145_gc_g_dry_weight_UCI,Del_143145_gc_g_dry_weight_LCI,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_UCI,Influenza_A_gc_g_dry_weight_LCI,Influenza_B_gc_g_dry_weight,Influenza_B_gc_g_dry_weight_UCI,Influenza_B_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_UCI,RSV_gc_g_dry_weight_LCI,BA_2_LPPA24S_gc_g_dry_weight,BA_2_LPPA24S_gc_g_dry_weight_UCI,BA_2_LPPA24S_gc_g_dry_weight_LCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight,BA_2_75_S_147E_S_152R_gc_g_dry_weight_UCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight_LCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight,BA_4_ORF1a_Del_141143_gc_g_dry_weight_UCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight_LCI,HMPV_4_gc_g_dry_weight,HMPV_4_gc_g_dry_weight_UCI,HMPV_4_gc_g_dry_weight_LCI,MPXV_G2R_G_gc_g_dry_weight,MPXV_G2R_G_gc_g_dry_weight_UCI,MPXV_G2R_G_gc_g_dry_weight_LCI,MPXV_G2R_WA_gc_g_dry_weight,MPXV_G2R_WA_gc_g_dry_weight_UCI,MPXV_G2R_WA_gc_g_dry_weight_LCI,Noro_G2_gc_g_dry_weight,Noro_G2_gc_g_dry_weight_UCI,Noro_G2_gc_g_dry_weight_LCI
OSP,10,6,2022,886595929.3,927206269.1,856817929.8,0.844,0.882,0.809,243058.4234,260391.2895,226110.5621,235064.2067,248655.7476,220551.2586,,,,228788.227,239097.6493,217943.0878,,,,,,,1270.9373,2175.855721,362.8650456,,,,37712.19186,41833.53487,33463.16696,,,,3812.866571,5320.98583,2499.730593,2657.63302,3906.747692,1696.747528,24946.35706,29134.80448,21651.18459,1781.650751,2845.758805,754.5739483,,,,,,
SEP,10,6,2022,735302661.4,757876655.3,714805359,1.703,1.775,1.622,188291.2332,201541.0966,176625.0223,173114.8051,186131.3733,160521.3547,,,,138485.7132,146373.9255,130358.4009,,,,,,,1448.436168,2205.983228,812.3643552,,,,7242.55415,8785.917798,5667.572064,,,,2027.821291,2900.38607,1350.810442,1680.888581,2553.538535,817.4405504,8978.595648,10655.78874,6916.254269,1963.945426,2809.024178,978.2046124,,,,,,
UCD,10,7,2022,289595934.1,295480051.3,283713523.3,1.071,1.119,1.031,87254.27812,97267.23292,77953.98466,95874.03779,106509.2394,86108.95629,,,,101373.4161,112518.3721,88775.92189,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,8616.033421,12050.70173,5657.921555,0,0,0,0,0,0,,,,,,
PA,10,7,2022,926247866.7,945958813,908221435.7,1.753,1.813,1.696,147555.8925,157213.5719,137656.504,196798.3074,208263.1223,183796.3586,,,,171864.1401,181052.6117,161284.4037,,,,,,,0,0,0,,,,12747.21902,15211.47586,10564.75897,,,,3823.964445,5249.921803,2471.995246,0,0,0,2053.734016,3405.163686,799.561742,0,0,0,,,,,,
Sac,10,7,2022,823720264.7,841373866.7,807213069.2,1.374,1.427,1.321,88690.34103,98171.62285,78005.08408,121529.2316,128149.7013,114271.2134,,,,108679.5128,116850.568,101969.8227,,,,,,,1543.151179,2350.233585,862.7927262,,,,8333.451595,10037.61901,6834.276803,,,,2469.059305,3453.314407,1671.896491,1080.861158,1850.445448,522.9141737,1361.628477,2174.874662,630.4975724,0,0,0,,,,,,
SJ,10,7,2022,1965875803,1985133143,1945710884,1.602,1.667,1.548,162716.1556,171059.5113,152668.0322,181393.4537,190327.5669,170123.8629,,,,153487.6717,160428.9712,146547.0836,,,,,,,3534.150659,4772.277694,2338.596782,,,,9639.045737,11502.43805,7988.739509,,,,3534.150659,4712.350628,2570.915099,1605.876781,2445.766139,904.6901074,2508.132363,3507.963734,1629.477235,2508.132363,3507.963734,1719.314509,,,,,,
Sun,10,7,2022,1624659017,1673916015,1587088216,1.785,1.882,1.701,133243.6879,146151.4918,122038.1801,148812.3194,158765.3732,139209.7727,,,,150899.849,158798.5738,143675.3464,,,,,,,0,0,0,,,,12676.93281,14753.71997,10804.91384,,,,3400.876919,4534.64667,2473.965089,0,0,0,11234.68558,13206.26894,9470.082917,0,0,0,,,,,,
SVCW,10,7,2022,457362724.5,467588533.1,447697197.1,0.976,1.021,0.931,34570.86128,39792.03742,28871.2786,35223.23139,40216.55635,30110.396,,,,31181.89092,35883.85331,26910.1879,,,,,,,0,0,0,,,,4661.559222,6667.412791,3105.246184,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gil,10,7,2022,600416360.2,616478699.5,583005276,1.631,1.688,1.574,46540.6938,54127.32574,39599.66634,61789.67364,70138.22943,51966.8736,,,,59825.07979,66970.45777,53207.34792,,,,,,,0,0,0,,,,2422.971127,4148.148613,1133.052818,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,7,2022,730969402.7,753987582.9,710060757.5,1.654,1.752,1.569,233560.3012,256106.6615,214098.3185,277608.8237,292607.2431,265560.819,,,,275607.1587,288499.5712,264111.6457,,,,,,,0,0,0,,,,2684.684617,3839.896594,1695.138756,,,,1150.566948,1969.781914,566.4726673,1567.645225,2989.778858,380.8963333,8862.316264,11548.90042,6410.740242,0,0,0,,,,,,
OSP,10,7,2022,835634713.5,852453272.1,820262779.2,1.551,1.62,1.482,258977.7464,281430.7428,236516.9074,254386.8526,264244.7523,244530.1671,,,,227395.4658,236979.626,217812.4541,,,,,,,3109.739929,4500.099408,1625.704893,,,,55104.51204,60053.19575,49312.55464,,,,5331.055836,7024.184093,3934.72974,1144.096544,1958.703226,562.3570694,21782.90583,24870.90531,18962.09307,0,0,0,,,,,,
SEP,10,7,2022,541672796.6,604976875.3,493110689.8,1.28,1.426,1.158,93435.74161,100228.6193,86249.39691,90639.09787,99068.51368,82594.9995,,,,85118.6612,93119.93917,76975.04217,,,,,,,0,0,0,,,,17688.72645,20791.67923,14729.61851,,,,2009.889135,3061.080908,1096.799518,0,0,0,11005.36858,13769.58533,8118.72183,2116.301746,3223.149291,1149.600718,,,,,,
UCD,10,8,2022,296348063.2,316241880.9,274498068.6,0.799,0.854,0.735,40360.43596,52138.08459,30469.28265,37477.36391,48868.54896,26663.78576,,,,42208.02839,55037.23233,31548.30045,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
PA,10,8,2022,1453788786,1501822302,1402285095,1.154,1.195,1.102,105731.6162,113590.8403,97872.90801,130279.517,139004.0056,121555.6882,,,,121314.8345,130485.7266,112144.6502,,,,,,,0,0,0,,,,32318.09424,36977.07818,27545.87497,,,,0,0,0,0,0,0,74160.58786,81330.17942,66991.42816,0,0,0,,,,,,
Sac,10,8,2022,792836716.3,812514678.6,771552673.4,1.199,1.259,1.134,53396.10612,57365.14417,49427.33848,61955.80551,66231.32057,57680.59943,,,,65607.83741,69934.04875,61281.94697,,,,,,,1886.560538,2773.264858,1197.820141,,,,4402.069288,5994.847257,3017.803776,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,8,2022,1265377157,1340678996,1170876993,0.966,1.036,0.883,94866.13944,102892.4734,86098.74177,117932.2036,123873.8387,111991.1592,,,,111053.8525,121140.2013,102559.0821,,,,,,,1015.669079,1738.836038,522.8016614,,,,9480.25265,11381.90259,7787.159081,,,,5755.6874,7266.139532,4470.766438,0,0,0,0,0,0,1176.162448,2013.604223,578.2738587,,,,,,
Sun,10,8,2022,1800109137,1839938645,1760105678,1.341,1.409,1.273,60631.53062,68296.31895,53236.22338,78047.162,84469.18214,71850.94695,,,,66592.43786,71414.73748,61644.89471,,,,,,,0,0,0,,,,15646.37394,18219.90808,13254.21106,,,,2844.470243,3844.33603,1877.943852,1402.766133,2325.445769,548.5233186,1453.138356,2254.473666,677.3247429,0,0,0,,,,,,
SVCW,10,8,2022,478798873.4,501629224.2,454778412.2,1.061,1.11,1.009,128392.1842,137377.2444,119552.6712,113141.8487,124422.2971,101844.0576,,,,100909.81,112236.7765,91276.35132,,,,,,,0,0,0,,,,52571.46741,58283.9177,47173.31463,,,,2336.004634,3731.205876,1043.491249,0,0,0,0,0,0,0,0,0,,,,,,
Gil,10,8,2022,417395420.7,427501639.1,407686790.5,1.333,1.401,1.268,48282.70836,56454.25555,40810.40593,61453.00887,69060.62113,54426.09474,,,,35342.37096,41288.743,29997.06671,,,,,,,0,0,0,,,,3662.955594,5850.691191,1658.017926,,,,22894.71827,29281.61173,16824.60923,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,8,2022,911279457.2,953532622.4,867433725.1,1.502,1.565,1.432,48468.43789,52660.57406,44624.76082,57617.68859,62524.76737,51907.234,,,,53940.49582,58041.65244,49839.61171,,,,,,,1544.924303,2352.934949,871.1293215,,,,2162.904966,3093.59538,1440.795282,,,,4943.893852,6284.684385,3808.926283,2133.031197,3050.866581,1420.895259,1246.647588,1991.219904,715.8843266,0,0,0,,,,,,
OSP,10,8,2022,451582360.2,471342655.4,429277563,1.321,1.373,1.263,112899.6353,119271.2471,106528.6561,134495.1438,144527.7449,124797.6563,,,,144115.4546,154532.0159,131894.0079,,,,,,,0,0,0,,,,16223.24698,18804.45628,13772.87389,,,,3893.209863,5129.677438,2744.106225,1077.731965,1845.08803,330.5876914,983.760456,1684.207064,450.941874,0,0,0,,,,,,
SEP,10,8,2022,584611621.8,629064720.3,540559542,1.492,1.619,1.362,110473.1007,124000.5079,99388.48882,140955.5103,152125.787,131673.9096,,,,124461.7822,132430.4636,116914.0857,,,,,,,1366.51779,2182.683651,611.0188754,,,,8199.517278,10149.91515,6371.549506,,,,3416.345819,4617.231912,2397.224091,1415.189949,2260.426248,608.5681743,5938.238424,7496.587608,4557.175481,2794.400721,4066.326048,1717.57619,,,,,,
UCD,10,9,2022,732160993.3,750354992.1,713512834.8,1.083,1.127,1.029,36022.53142,44452.32664,28733.68036,66901.86546,78158.05163,55969.53801,,,,58604.21771,69738.20641,48181.22955,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,7561.295941,12077.35538,3576.131378,,,,,,
PA,10,9,2022,1305814437,1331888144,1279841354,1.055,1.101,1.014,143947.1775,151847.6954,136047.4433,179540.8621,191979.6382,167899.0778,,,,175897.8822,188985.1248,161018.9314,,,,,,,2360.139753,3469.429926,1498.586227,,,,14555.3203,17072.87555,12147.85246,,,,11014.58947,13223.98796,9066.469763,0,0,0,10449.9303,12586.91851,8570.002308,0,0,0,,,,,,
Sac,10,9,2022,906717043,933696070.7,887104909,0.932,0.969,0.895,54818.51004,62697.94169,49223.48891,79107.82729,85003.55821,72154.06061,,,,64263.52602,69392.48341,56551.00675,,,,,,,0,0,0,,,,8222.601278,10098.97391,6594.456308,,,,1868.695505,2846.041346,1145.878701,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,9,2022,2335229344,2440636245,2231271751,0.778,0.824,0.726,110018.2967,118728.21,100618.2237,137021.2208,145959.7732,127077.9696,,,,94817.66439,103889.9624,86591.09634,,,,,,,1087.857557,1737.59045,624.699665,,,,14143.76606,16588.37434,11735.11852,,,,4895.522739,6140.95601,3787.074667,1333.90228,2031.545567,603.1006124,1055.596363,1686.060609,606.1738187,0,0,0,,,,,,
Sun,10,9,2022,2227584372,2307649300,2131891364,0.974,1.042,0.896,71893.53737,78868.94329,65824.80938,91276.47812,97545.598,85007.8136,,,,98801.83624,105685.973,90008.18579,,,,,,,1782.243316,3142.517966,453.6608184,,,,29857.51736,34790.66411,25153.66486,,,,1782.243316,2846.706021,1023.448601,1290.96304,2670.922795,0,10066.76377,12422.55842,8029.824979,0,0,0,,,,,,
SVCW,10,9,2022,1317797852,1374342707,1239111564,1.067,1.118,0.996,122729.8497,133308.4291,111711.8891,102561.3978,117371.9139,87972.11578,,,,118418.5507,129184.1977,107653.5488,,,,,,,0,0,0,,,,62064.19387,69924.70009,54816.40728,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gil,10,9,2022,1008890260,1038493441,977735354.6,1.248,1.326,1.181,63280.8179,72561.58193,54737.57379,83582.08927,96163.60841,71768.796,,,,68967.03626,78985.22601,58209.76069,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,9,2022,1595722808,1678504774,1501206698,1.025,1.068,0.962,61759.84523,67306.1982,56213.80276,69233.45324,75202.88275,62559.29045,,,,46343.40173,51408.1467,41560.76692,,,,,,,0,0,0,,,,13854.18697,16687.35376,11352.7054,,,,6157.172743,8112.669607,4407.792744,0,0,0,9371.041636,11959.80166,7333.804163,0,0,0,,,,,,
OSP,10,9,2022,818594616.5,865564755.2,781295666.6,0.984,1.065,0.915,248648.1884,264375.243,234852.0476,265127.0402,284137.4788,251012.0932,,,,261376.8909,276073.0259,248165.2495,,,,,,,3654.386786,5128.065745,2234.392315,,,,36550.52871,42577.36389,31830.54524,,,,4111.19564,5941.450453,2660.235913,0,0,0,12453.09638,15106.82438,9995.895038,0,0,0,,,,,,
SEP,10,9,2022,811623838,855032419.6,772704179.2,1.697,1.799,1.6,94634.40355,101247.0482,88104.66944,120162.3429,129311.5394,110082.4415,,,,119424.0954,128234.3901,110489.9044,,,,,,,0,0,0,,,,11996.58527,14675.21061,9617.270425,,,,0,0,0,0,0,0,12561.75559,15322.66122,10024.04302,1847.181325,2813.275701,1023.110955,,,,,,
UCD,10,10,2022,432918701.2,451661478.7,412389967.2,1.037,1.094,0.983,221183.9464,241099.3788,203772.5872,115544.4145,131682.5867,101924.1439,,,,113599.0461,125854.5346,102215.502,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
PA,10,10,2022,1761507267,1801436941,1720751636,0.817,0.861,0.771,139154.5745,152254.6413,126471.1107,172931.8859,184865.7452,160998.8853,,,,127494.2918,138419.9811,117079.4747,,,,,,,5606.890241,8019.514415,3578.098305,,,,36848.81136,42531.48001,31696.68702,,,,4805.894126,7064.713028,3028.696234,0,0,0,4524.717083,6651.377265,2834.790971,0,0,0,,,,,,
Sac,10,10,2022,1165839214,1225477431,1108850754,0.766,0.807,0.72,73710.95088,78949.56255,68472.74259,90102.10346,95948.17485,83175.29004,,,,80055.04539,85159.36327,74951.11037,,,,,,,1818.790231,2770.037207,1054.61318,,,,5456.518528,6989.515384,4166.193761,,,,0,0,0,2232.482356,3281.774487,1435.105625,1300.948709,2077.952081,554.3244782,0,0,0,,,,,,
SJ,10,10,2022,1286374196,1306945423,1266791805,0.757,0.787,0.728,81248.08364,89249.66476,73643.46725,101658.8194,107532.7583,95828.53059,,,,79101.99333,85615.46731,71895.01569,,,,,,,0,0,0,,,,8382.562734,10131.74561,6770.654671,,,,3223.941192,4637.280014,1880.327209,0,0,0,0,0,0,0,0,0,,,,,,
Sun,10,10,2022,2151876736,2206901331,2107975984,0.882,0.929,0.845,69189.6905,73531.20593,64848.50849,73823.55868,78564.90524,69177.78863,,,,74069.98244,79024.68646,68956.76226,,,,,,,842.1235612,1441.723241,402.3370919,,,,42121.76005,46645.79886,38138.58315,,,,3368.57054,4438.41475,2321.298917,816.70037,1398.19834,396.2296468,3096.013599,4157.144405,2127.631859,0,0,0,,,,,,
SVCW,10,10,2022,1006440540,1023274617,991844234.6,1.039,1.077,1,75170.08196,83330.57989,65360.10513,67985.63984,74798.92817,61098.69629,,,,66930.58923,72508.30285,61353.20066,,,,,,,1396.399244,2390.64804,407.7778574,,,,20482.59152,23715.98963,17557.49911,,,,0,0,0,0,0,0,2787.826653,4112.110998,1140.845748,0,0,0,,,,,,
Gil,10,10,2022,982649802.2,1003786496,963754194.2,1.024,1.056,0.992,49359.51234,56645.06081,42727.82252,56270.85368,64025.66372,49169.95121,,,,43424.5672,50121.31226,37353.03634,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,7551.39681,10561.65451,4761.225749,0,0,0,,,,,,
Dav,10,10,2022,1119229626,1158311503,1082075557,0.774,0.821,0.729,54656.40214,59867.82861,49445.25824,53165.37524,59655.63859,47050.97057,,,,41353.60163,45926.84589,36469.14417,,,,,,,11315.11491,14400.95019,8729.406138,,,,2951.645031,4424.208371,1643.792819,,,,1967.753683,3143.012839,861.9722548,0,0,0,2376.178743,3618.942682,1315.949061,0,0,0,,,,,,
OSP,10,10,2022,959180767.6,974289716.8,945004258.1,0.987,1.034,0.938,288342.4925,299583.0132,277675.8275,281321.6175,290383.0964,272261.5608,,,,269625.7195,278694.9122,260557.925,,,,,,,0,0,0,,,,19594.36878,22076.00261,17306.17264,,,,7895.461379,9642.952801,5575.379301,0,0,0,8521.46194,10230.77174,7014.291923,912.9553987,1649.51909,269.1045662,,,,,,
SEP,10,10,2022,3764694834,3922301545,3632571041,1.341,1.412,1.272,90998.95531,97582.84022,82377.33025,94473.72066,101613.9083,88154.72093,,,,88447.98978,95691.79296,81959.15563,,,,,,,4618.255267,5759.03275,3639.148113,,,,20907.223,23233.10677,18742.17402,,,,1944.474486,2719.612414,1216.112273,1238.611238,1886.417583,678.4505923,7099.233216,8496.925749,5864.136064,2937.486498,3870.420834,2168.092691,,,,,,
UCD,10,11,2022,6847370793,7147539814,6578284630,1.322,1.394,1.256,347132.9518,368688.8279,325133.2992,147600.0028,161632.9658,127868.0043,,,,185072.9111,200300.0944,169605.5363,,,,,,,0,0,0,,,,3611.593674,6183.081712,1763.136914,,,,0,0,0,0,0,0,4774.291546,7625.782337,2741.625103,0,0,0,,,,,,
PA,10,11,2022,1253329087,1305007808,1206210454,0.93,0.983,0.885,222673.2174,233313.5406,212034.0467,188069.7807,200908.2834,173782.7063,,,,102266.1428,109240.8796,95291.90258,,,,,,,0,0,0,,,,10258.17233,12599.051,8226.967728,,,,0,0,0,0,0,0,10459.54476,12846.37923,8388.465892,0,0,0,,,,,,
Sac,10,11,2022,1409148922,1448756173,1369042076,0.838,0.883,0.787,96255.13185,102849.813,90308.69337,100299.0288,107048.7635,93021.41608,,,,97610.8458,105516.046,90781.39018,,,,,,,0,0,0,,,,5769.407362,7611.2093,4078.166756,,,,2060.452612,3138.091264,1182.317007,1101.472998,1885.73153,566.0362966,3389.795137,5199.296688,2090.80228,0,0,0,,,,,,
SJ,10,11,2022,1616314526,1655482136,1575677357,0.661,0.69,0.629,90706.47173,96933.13909,84464.55153,119623.3684,125747.645,113620.3421,,,,96608.30749,102997.4204,90424.16628,,,,,,,2457.126279,3540.416744,1330.699226,,,,12832.79609,14789.36145,10964.09949,,,,3276.191396,4316.693154,2418.084679,865.9588401,1482.529339,410.723027,3263.035296,4299.358787,2291.508553,1631.494995,2398.31302,1034.077733,,,,,,
Sun,10,11,2022,4928259724,5098963978,4768746989,1.028,1.063,0.987,316214.6772,338380.4056,289892.9721,339273.5593,354912.2893,323993.7196,,,,154373.507,161870.938,146179.7431,,,,,,,1084.656729,1921.732646,331.9908658,,,,54614.53565,59059.13939,50170.20386,,,,5423.446152,6947.145754,4140.945298,1669.471204,2666.581113,958.6890882,8001.870502,9827.875675,6084.44811,0,0,0,,,,,,
SVCW,10,11,2022,2017572761,2095097582,1937630208,0.82,0.868,0.754,142301.3427,155364.5135,130916.2342,124393.9978,135237.7516,112441.7854,,,,134576.3496,145317.121,123836.3873,,,,,,,0,0,0,,,,17881.18933,22177.48128,13669.92881,,,,0,0,0,0,0,0,7711.137785,10586.64105,4617.46391,0,0,0,,,,,,
Gil,10,11,2022,744024072.9,760559806.7,727314542.3,1.066,1.12,1.016,29276.93275,34936.73726,24264.36829,31228.90376,40125.2372,22371.57735,,,,36824.69668,43669.1258,29825.55459,,,,,,,4293.198182,6538.583807,2439.737864,,,,4293.198182,6538.583807,2316.857582,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,11,2022,908925033.2,928794238.5,888906613.9,1.388,1.443,1.333,94122.77411,103517.8206,84594.79764,103665.7882,111907.1929,94282.39905,,,,79721.24941,85222.73788,74220.15583,,,,,,,0,0,0,,,,23059.21116,26100.18831,20264.22078,,,,1487.485123,2375.899141,669.5567451,1657.567779,2647.566746,951.8539066,3414.953224,4688.3898,2396.143248,0,0,0,,,,,,
OSP,10,11,2022,678142726.1,745561270.8,616357141.5,0.865,0.955,0.778,120449.4462,134278.7615,105628.3534,124216.7301,135513.978,111834.0036,,,,136658.0072,152372.2214,123678.1563,,,,,,,0,0,0,,,,16457.82442,19519.98312,12351.58873,,,,2244.02741,3298.744388,1232.534875,1025.708357,1756.021574,494.2639235,7019.807552,8932.669045,5198.576898,0,0,0,,,,,,
SEP,10,11,2022,498416534.8,527888422.6,469125801.1,1.391,1.468,1.305,63711.50436,68593.18711,58525.47779,86796.99336,92965.99699,81200.13761,,,,76634.55476,80872.65034,72186.30104,,,,,,,4183.183372,5342.276123,2906.754705,,,,9064.038595,10589.06191,7693.164263,,,,1859.146275,2600.269247,1274.436971,684.6073539,1172.053991,346.5910383,4215.143279,5430.358641,3074.455734,2575.875806,3485.574155,1726.016088,,,,,,
UCD,10,12,2022,538610026,553971296,524564790.3,1.487,1.543,1.427,15056.43867,17780.15409,12428.88769,20371.08058,23854.65077,17248.18548,,,,21586.41361,24772.57819,18686.19351,,,,,,,0,0,0,,,,1755.328689,2803.71507,801.7879866,,,,0,0,0,0,0,0,4316.866682,5834.295068,2994.13488,0,0,0,,,,,,
PA,10,12,2022,1224657909,1250707910,1199771155,0.954,0.992,0.918,125898.2157,137229.3373,116094.5509,228225.279,237574.336,218877.3711,,,,213963.9184,222958.04,204970.8692,,,,,,,3238.732078,4446.454795,2272.495783,,,,15475.19366,18661.77287,12617.30749,,,,0,0,0,0,0,0,4152.544531,5609.251888,2713.578772,0,0,0,,,,,,
Sac,10,12,2022,1129508920,1171153551,1094307043,0.651,0.693,0.611,140618.685,147794.9735,133443.1395,127057.2791,134182.6049,120236.8147,,,,109300.5062,116830.1472,102196.2326,,,,,,,1274.008206,2034.920655,540.1151346,,,,6688.799748,8254.070855,5335.380968,,,,1911.020904,2809.2187,1224.907373,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,12,2022,1447743056,1504571046,1400902442,0.773,0.817,0.735,173108.5262,183632.6014,158656.6859,217194.893,225580.2065,208810.7734,,,,216818.3185,227924.3051,204136.6649,,,,,,,1383.641236,2151.742041,647.4632426,,,,14391.45884,16472.42246,12493.79918,,,,5534.760083,8423.922394,2656.704943,1615.484369,2460.400263,856.2496384,4994.515895,6265.132826,3908.727464,1942.261284,2851.300023,1278.550785,,,,,,
Sun,10,12,2022,2609728921,2676282652,2547344182,0.922,0.951,0.893,126665.5695,134012.7153,119278.1487,117450.8439,123557.1102,111345.1484,,,,119566.4957,126930.1979,112007.712,,,,,,,1426.762464,2278.911419,819.3144484,,,,16409.68907,19677.72335,13319.43071,,,,8917.78745,10820.9524,7147.880637,1585.73829,2415.095057,849.3099793,6689.825431,8255.34548,5336.194217,0,0,0,,,,,,
SVCW,10,12,2022,753108723.9,783964993.7,726439947.8,0.732,0.768,0.693,147779.8829,161973.2338,131257.1074,142710.9534,154334.3694,128714.8961,,,,138078.5641,154129.3127,121430.4221,,,,,,,0,0,0,,,,43713.20574,49850.66883,38002.77124,,,,2384.058216,4081.528699,1167.638521,0,0,0,3943.500027,6005.987787,2114.180149,0,0,0,,,,,,
Gil,10,12,2022,1538142258,1580818556,1494470538,0.941,0.978,0.903,34445.64153,40581.52911,28962.48349,43304.05482,51498.66538,35370.65515,,,,25886.05376,31263.36152,20930.39619,,,,,,,0,0,0,,,,35207.05964,41385.56233,29677.18417,,,,2933.684165,5022.493619,1459.388506,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,12,2022,1229685664,1259499533,1200256494,0.853,0.883,0.824,77499.29835,82460.86969,72521.22278,80359.66271,86468.57108,73266.4972,,,,75498.31029,80331.77956,70665.20626,,,,,,,2803.28612,4264.806275,1582.417529,,,,12148.45445,14192.42468,10265.84429,,,,2180.32303,3188.287295,1147.37688,0,0,0,1236.963272,1975.750923,537.6631887,0,0,0,,,,,,
OSP,10,12,2022,696850782.6,716078842.1,679877386.9,0.71,0.746,0.679,176461.4332,189264.2944,163916.1287,191392.9446,199508.323,183476.2745,,,,173708.733,180842.524,166575.8019,,,,,,,868.0869416,1486.172423,419.1696164,,,,30679.9454,33659.9181,27700.12013,,,,2025.555297,2897.14394,1349.30173,0,0,0,5850.538924,7256.214555,4639.430898,0,0,0,,,,,,
SEP,10,12,2022,594281814.8,622476363.8,565246271.5,1.418,1.527,1.315,98556.59005,104373.2629,91841.40533,80281.54488,87067.79429,73308.35999,,,,83817.90713,89107.19171,78559.45674,,,,,,,1471.636605,2230.551189,718.2387623,,,,11528.97136,13431.45588,9623.367943,,,,1471.636605,2163.32066,946.0122071,749.7031526,1283.498573,376.4230803,6670.656294,8034.790376,5464.951516,2223.453847,3052.57999,1554.255186,,,,,,
UCD,10,13,2022,717523213.9,755663240.5,681007421.2,1.445,1.5,1.391,37518.95083,42552.96405,32899.14372,56908.09051,63056.32928,50225.07806,,,,53158.272,59705.53517,46503.28858,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,3126.340081,4761.446606,1917.062584,0,0,0,,,,,,
PA,10,13,2022,3147182307,3198932757,3097941274,1.113,1.152,1.075,237836.5653,253736.4657,221239.2111,207531.9744,231402.927,182608.0141,,,,159365.0182,170799.3159,145735.453,,,,,,,3658.770569,5719.686784,2089.349287,,,,26345.14892,30968.47118,22207.18823,,,,8781.200364,11570.07047,6019.098418,0,0,0,7964.213689,10619.2884,5793.561538,0,0,0,,,,,,
Sac,10,13,2022,1076317315,1111891259,1046181919,0.868,0.913,0.827,141013.3511,148219.1987,133808.306,139539.0964,146707.1234,132371.8447,,,,145656.1845,152705.3507,138607.7663,,,,,,,2568.469966,3592.353879,1650.837228,,,,5458.116106,6890.463957,4239.633547,,,,4173.813444,5771.069603,2660.105148,2206.803643,3244.026034,1418.59862,4089.067751,5387.739702,3018.048783,1022.24367,1895.647423,298.1390864,,,,,,
SJ,10,13,2022,1506321067,1537668723,1479730043,1.132,1.177,1.089,611246.8455,646036.381,576876.9519,674462.1453,696257.0342,651802.9946,,,,643830.2018,664890.0501,622691.8438,,,,,,,2088.833957,2987.650755,1304.972978,,,,31638.43501,34711.50729,28565.51696,,,,4177.737944,5396.794958,3157.747264,55264.50129,59372.41406,51156.85919,5459.909785,6808.581525,4302.369093,1436.771831,2188.216538,798.714633,,,,,,
Sun,10,13,2022,2029272009,2085827938,1986982633,0.959,1.005,0.916,110758.6048,116486.0784,105031.6964,181648.2426,195542.4768,169414.0022,,,,147495.7525,155872.7688,139718.2794,,,,,,,0,0,0,,,,19947.27276,22997.40874,16371.51212,,,,25228.57984,28061.38109,22498.74009,2071.084064,2962.26475,1309.950503,1757.187792,2750.496254,854.3915587,0,0,0,,,,,,
